id_vente;date;id_magasin;id_produit;quantite;Gross_Sales;COGS;marge;temps_livraison_jours;statut_livraison
SAL006577;2024-05-20;STR003;PROD011;1;12.5;4.0;8.5;1;À l'heure
SAL006578;2025-04-27;STR006;PROD002;7;15.4;7.7;7.7;2;À l'heure
SAL006579;2024-12-10;STR001;PROD008;1;15.0;6.0;9.0;1;À l'heure
SAL006580;2025-04-18;STR006;PROD009;1;45.0;18.0;27.0;1;À l'heure
SAL006581;2026-12-30;STR002;PROD007;1;79.9;35.0;44.9;1;À l'heure
SAL006582;2024-06-23;STR009;PROD004;12;45.6;24.0;21.6;1;À l'heure
SAL006583;2026-04-21;STR002;PROD013;4;199.6;88.0;111.6;3;À l'heure
SAL006584;2026-05-15;STR007;PROD013;3;149.7;66.0;83.7;5;En retard
SAL006585;2025-04-13;STR001;PROD001;1;5.5;3.2;2.3;1;À l'heure
SAL006586;2025-10-05;STR007;PROD004;7;26.6;14.0;12.6;1;À l'heure
SAL006587;2025-11-11;STR005;PROD004;8;30.4;16.0;14.4;1;À l'heure
SAL006588;2026-08-12;STR008;PROD008;4;60.0;24.0;36.0;3;À l'heure
SAL006589;2026-04-28;STR004;PROD004;9;34.2;18.0;16.2;1;À l'heure
SAL006590;2024-08-28;STR010;PROD004;7;26.6;14.0;12.6;1;À l'heure
SAL006591;2025-12-02;STR007;PROD013;3;149.7;66.0;83.7;3;À l'heure
SAL006592;2024-12-05;STR006;PROD002;6;13.2;6.6;6.6;5;En retard
SAL006593;2026-03-03;STR005;PROD012;1;29.9;12.0;17.9;2;À l'heure
SAL006594;2026-01-13;STR004;PROD010;3;119.7;45.0;74.7;2;À l'heure
SAL006595;2025-04-07;STR007;PROD007;1;79.9;35.0;44.9;4;En retard
SAL006596;2026-03-11;STR005;PROD004;3;11.4;6.0;5.4;6;En retard
SAL006597;2024-01-15;STR005;PROD011;2;25.0;8.0;17.0;2;À l'heure
SAL006598;2026-11-30;STR001;PROD006;1;19.9;8.5;11.4;2;À l'heure
SAL006599;2024-07-26;STR002;PROD003;1;3.4;1.8;1.6;1;À l'heure
SAL006600;2026-12-19;STR005;PROD007;1;79.9;35.0;44.9;1;À l'heure
SAL006601;2024-12-30;STR003;PROD006;1;19.9;8.5;11.4;2;À l'heure
SAL006602;2025-08-30;STR002;PROD003;2;6.8;3.6;3.2;2;À l'heure
SAL006603;2024-06-08;STR004;PROD004;7;26.6;14.0;12.6;2;À l'heure
SAL006604;2025-01-31;STR004;PROD010;3;119.7;45.0;74.7;1;À l'heure
SAL006605;2026-03-04;STR004;PROD005;1;59.9;25.0;34.9;2;À l'heure
SAL006606;2025-05-14;STR004;PROD009;3;135.0;54.0;81.0;2;À l'heure
SAL006607;2024-07-27;STR003;PROD006;1;19.9;8.5;11.4;2;À l'heure
SAL006608;2025-03-08;STR007;PROD013;2;99.8;44.0;55.8;3;À l'heure
SAL006609;2025-08-31;STR009;PROD004;6;22.8;12.0;10.8;2;À l'heure
SAL006610;2025-01-23;STR005;PROD011;3;37.5;12.0;25.5;1;À l'heure
SAL006611;2026-09-23;STR004;PROD011;4;50.0;16.0;34.0;3;À l'heure
SAL006612;2025-08-05;STR002;PROD007;1;79.9;35.0;44.9;3;À l'heure
SAL006613;2025-03-07;STR002;PROD002;6;13.2;6.6;6.6;2;À l'heure
SAL006614;2024-12-16;STR005;PROD004;4;15.2;8.0;7.2;3;À l'heure
SAL006615;2024-05-13;STR007;PROD005;1;59.9;25.0;34.9;2;À l'heure
SAL006616;2026-12-25;STR010;PROD004;12;45.6;24.0;21.6;1;À l'heure
SAL006617;2025-09-30;STR010;PROD004;10;38.0;20.0;18.0;3;À l'heure
SAL006618;2024-04-26;STR009;PROD011;3;37.5;12.0;25.5;1;À l'heure
SAL006619;2024-05-28;STR007;PROD013;1;49.9;22.0;27.9;3;À l'heure
SAL006620;2024-06-27;STR005;PROD009;1;45.0;18.0;27.0;2;À l'heure
SAL006621;2024-05-27;STR010;PROD011;4;50.0;16.0;34.0;1;À l'heure
SAL006622;2025-04-09;STR010;PROD013;3;149.7;66.0;83.7;2;À l'heure
SAL006623;2026-09-02;STR010;PROD002;3;6.6;3.3;3.3;2;À l'heure
SAL006624;2025-07-22;STR006;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL006625;2026-10-25;STR003;PROD008;3;45.0;18.0;27.0;1;À l'heure
SAL006626;2025-06-09;STR005;PROD008;2;30.0;12.0;18.0;1;À l'heure
SAL006627;2024-10-06;STR008;PROD011;2;25.0;8.0;17.0;1;À l'heure
SAL006628;2025-05-13;STR001;PROD007;1;79.9;35.0;44.9;1;À l'heure
SAL006629;2026-04-15;STR001;PROD010;1;39.9;15.0;24.9;2;À l'heure
SAL006630;2025-03-11;STR007;PROD011;2;25.0;8.0;17.0;1;À l'heure
SAL006631;2026-03-26;STR005;PROD004;3;11.4;6.0;5.4;1;À l'heure
SAL006632;2025-11-17;STR005;PROD007;1;79.9;35.0;44.9;7;En retard
SAL006633;2026-04-07;STR001;PROD013;4;199.6;88.0;111.6;4;En retard
SAL006634;2026-08-26;STR009;PROD010;4;159.6;60.0;99.6;1;À l'heure
SAL006635;2025-09-03;STR001;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL006636;2025-08-17;STR005;PROD011;3;37.5;12.0;25.5;3;À l'heure
SAL006637;2024-05-11;STR010;PROD006;1;19.9;8.5;11.4;2;À l'heure
SAL006638;2025-01-27;STR009;PROD002;15;33.0;16.5;16.5;1;À l'heure
SAL006639;2025-04-25;STR004;PROD008;4;60.0;24.0;36.0;2;À l'heure
SAL006640;2025-09-19;STR008;PROD008;4;60.0;24.0;36.0;1;À l'heure
SAL006641;2025-02-22;STR006;PROD011;3;37.5;12.0;25.5;1;À l'heure
SAL006642;2025-10-13;STR003;PROD007;1;79.9;35.0;44.9;2;À l'heure
SAL006643;2025-10-19;STR004;PROD011;1;12.5;4.0;8.5;3;À l'heure
SAL006644;2025-04-06;STR002;PROD009;1;45.0;18.0;27.0;2;À l'heure
SAL006645;2024-05-31;STR001;PROD008;4;60.0;24.0;36.0;1;À l'heure
SAL006646;2024-08-09;STR008;PROD009;1;45.0;18.0;27.0;2;À l'heure
SAL006647;2024-03-19;STR001;PROD009;3;135.0;54.0;81.0;3;À l'heure
SAL006648;2024-04-08;STR001;PROD006;1;19.9;8.5;11.4;3;À l'heure
SAL006649;2026-06-30;STR004;PROD002;7;15.4;7.7;7.7;4;En retard
SAL006650;2024-07-31;STR010;PROD012;1;29.9;12.0;17.9;4;En retard
SAL006651;2025-12-02;STR010;PROD007;1;79.9;35.0;44.9;1;À l'heure
SAL006652;2026-12-11;STR006;PROD003;6;20.4;10.8;9.6;1;À l'heure
SAL006653;2026-08-24;STR009;PROD013;3;149.7;66.0;83.7;1;À l'heure
SAL006654;2024-05-14;STR001;PROD007;1;79.9;35.0;44.9;3;À l'heure
SAL006655;2025-02-14;STR007;PROD009;2;90.0;36.0;54.0;2;À l'heure
SAL006656;2026-02-23;STR010;PROD010;2;79.8;30.0;49.8;2;À l'heure
SAL006657;2026-12-03;STR005;PROD010;1;39.9;15.0;24.9;4;En retard
SAL006658;2024-09-17;STR008;PROD002;3;6.6;3.3;3.3;1;À l'heure
SAL006659;2026-01-12;STR007;PROD013;2;99.8;44.0;55.8;2;À l'heure
SAL006660;2025-06-28;STR004;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL006661;2025-01-22;STR004;PROD013;3;149.7;66.0;83.7;2;À l'heure
SAL006662;2024-01-16;STR006;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL006663;2025-10-23;STR006;PROD009;3;135.0;54.0;81.0;2;À l'heure
SAL006664;2024-04-11;STR009;PROD013;3;149.7;66.0;83.7;1;À l'heure
SAL006665;2026-08-08;STR005;PROD009;1;45.0;18.0;27.0;5;En retard
SAL006666;2026-07-19;STR008;PROD013;3;149.7;66.0;83.7;1;À l'heure
SAL006667;2024-01-25;STR005;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL006668;2026-12-31;STR002;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL006669;2024-01-18;STR006;PROD009;2;90.0;36.0;54.0;1;À l'heure
SAL006670;2025-07-23;STR009;PROD008;1;15.0;6.0;9.0;4;En retard
SAL006671;2026-10-13;STR003;PROD007;1;79.9;35.0;44.9;1;À l'heure
SAL006672;2026-04-10;STR001;PROD008;1;15.0;6.0;9.0;2;À l'heure
SAL006673;2026-11-01;STR001;PROD006;1;19.9;8.5;11.4;4;En retard
SAL006674;2026-10-31;STR003;PROD003;10;34.0;18.0;16.0;1;À l'heure
SAL006675;2024-06-11;STR010;PROD007;1;79.9;35.0;44.9;2;À l'heure
SAL006676;2026-05-21;STR005;PROD008;2;30.0;12.0;18.0;1;À l'heure
SAL006677;2026-04-14;STR003;PROD008;3;45.0;18.0;27.0;1;À l'heure
SAL006678;2026-05-06;STR009;PROD001;15;82.5;48.0;34.5;1;À l'heure
SAL006679;2026-12-04;STR008;PROD007;1;79.9;35.0;44.9;1;À l'heure
SAL006680;2026-08-27;STR003;PROD003;12;40.8;21.6;19.2;1;À l'heure
SAL006681;2025-08-15;STR009;PROD002;12;26.4;13.2;13.2;2;À l'heure
SAL006682;2024-09-11;STR006;PROD002;1;2.2;1.1;1.1;3;À l'heure
SAL006683;2024-03-07;STR007;PROD008;3;45.0;18.0;27.0;3;À l'heure
SAL006684;2026-07-06;STR004;PROD009;1;45.0;18.0;27.0;5;En retard
SAL006685;2025-09-05;STR004;PROD003;4;13.6;7.2;6.4;2;À l'heure
SAL006686;2026-08-31;STR002;PROD003;6;20.4;10.8;9.6;2;À l'heure
SAL006687;2025-08-25;STR005;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL006688;2026-12-01;STR008;PROD011;4;50.0;16.0;34.0;4;En retard
SAL006689;2025-01-18;STR007;PROD010;3;119.7;45.0;74.7;1;À l'heure
SAL006690;2026-08-23;STR007;PROD001;5;27.5;16.0;11.5;5;En retard
SAL006691;2025-04-29;STR006;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL006692;2024-02-08;STR003;PROD012;1;29.9;12.0;17.9;1;À l'heure
SAL006693;2024-01-11;STR005;PROD003;10;34.0;18.0;16.0;3;À l'heure
SAL006694;2025-09-15;STR001;PROD011;4;50.0;16.0;34.0;1;À l'heure
SAL006695;2025-02-12;STR007;PROD004;10;38.0;20.0;18.0;6;En retard
SAL006696;2024-04-17;STR009;PROD009;4;180.0;72.0;108.0;4;En retard
SAL006697;2024-03-24;STR001;PROD003;13;44.2;23.4;20.8;2;À l'heure
SAL006698;2024-02-27;STR002;PROD001;15;82.5;48.0;34.5;2;À l'heure
SAL006699;2026-11-05;STR003;PROD003;1;3.4;1.8;1.6;1;À l'heure
SAL006700;2026-09-17;STR003;PROD007;1;79.9;35.0;44.9;3;À l'heure
SAL006701;2026-04-17;STR008;PROD013;4;199.6;88.0;111.6;2;À l'heure
SAL006702;2025-08-27;STR007;PROD007;1;79.9;35.0;44.9;4;En retard
SAL006703;2026-08-26;STR006;PROD011;1;12.5;4.0;8.5;1;À l'heure
SAL006704;2024-06-13;STR010;PROD005;1;59.9;25.0;34.9;2;À l'heure
SAL006705;2025-03-12;STR010;PROD001;6;33.0;19.2;13.8;2;À l'heure
SAL006706;2025-12-27;STR004;PROD011;3;37.5;12.0;25.5;1;À l'heure
SAL006707;2025-02-06;STR009;PROD008;3;45.0;18.0;27.0;5;En retard
SAL006708;2025-12-16;STR001;PROD010;3;119.7;45.0;74.7;2;À l'heure
SAL006709;2026-03-24;STR002;PROD008;1;15.0;6.0;9.0;1;À l'heure
SAL006710;2025-12-22;STR004;PROD010;4;159.6;60.0;99.6;2;À l'heure
SAL006711;2025-06-14;STR003;PROD012;4;119.6;48.0;71.6;3;À l'heure
SAL006712;2024-10-19;STR001;PROD010;4;159.6;60.0;99.6;1;À l'heure
SAL006713;2026-10-19;STR005;PROD013;4;199.6;88.0;111.6;1;À l'heure
SAL006714;2025-04-06;STR007;PROD010;1;39.9;15.0;24.9;3;À l'heure
SAL006715;2025-10-03;STR002;PROD002;10;22.0;11.0;11.0;2;À l'heure
SAL006716;2024-02-13;STR005;PROD010;2;79.8;30.0;49.8;1;À l'heure
SAL006717;2026-06-10;STR006;PROD003;9;30.6;16.2;14.4;1;À l'heure
SAL006718;2025-09-27;STR007;PROD004;3;11.4;6.0;5.4;1;À l'heure
SAL006719;2025-06-22;STR001;PROD001;6;33.0;19.2;13.8;2;À l'heure
SAL006720;2026-05-11;STR007;PROD004;1;3.8;2.0;1.8;1;À l'heure
SAL006721;2025-06-02;STR004;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL006722;2025-12-11;STR008;PROD003;4;13.6;7.2;6.4;2;À l'heure
SAL006723;2024-03-29;STR004;PROD011;3;37.5;12.0;25.5;1;À l'heure
SAL006724;2026-11-07;STR006;PROD010;3;119.7;45.0;74.7;2;À l'heure
SAL006725;2025-11-03;STR009;PROD002;9;19.8;9.9;9.9;5;En retard
SAL006726;2026-05-13;STR005;PROD013;1;49.9;22.0;27.9;5;En retard
SAL006727;2026-06-08;STR004;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL006728;2025-02-25;STR008;PROD008;1;15.0;6.0;9.0;4;En retard
SAL006729;2026-05-25;STR009;PROD007;1;79.9;35.0;44.9;2;À l'heure
SAL006730;2025-12-02;STR004;PROD011;3;37.5;12.0;25.5;2;À l'heure
SAL006731;2024-12-03;STR003;PROD001;4;22.0;12.8;9.2;4;En retard
SAL006732;2024-09-22;STR008;PROD004;3;11.4;6.0;5.4;1;À l'heure
SAL006733;2026-03-13;STR005;PROD003;3;10.2;5.4;4.8;1;À l'heure
SAL006734;2024-12-25;STR002;PROD006;1;19.9;8.5;11.4;2;À l'heure
SAL006735;2026-10-10;STR010;PROD009;3;135.0;54.0;81.0;1;À l'heure
SAL006736;2024-08-04;STR009;PROD009;1;45.0;18.0;27.0;4;En retard
SAL006737;2024-11-16;STR003;PROD007;1;79.9;35.0;44.9;1;À l'heure
SAL006738;2026-04-29;STR002;PROD012;1;29.9;12.0;17.9;1;À l'heure
SAL006739;2025-12-19;STR001;PROD009;3;135.0;54.0;81.0;2;À l'heure
SAL006740;2026-09-18;STR008;PROD008;3;45.0;18.0;27.0;1;À l'heure
SAL006741;2026-08-10;STR003;PROD005;1;59.9;25.0;34.9;2;À l'heure
SAL006742;2025-12-17;STR007;PROD009;2;90.0;36.0;54.0;4;En retard
SAL006743;2026-09-11;STR001;PROD007;1;79.9;35.0;44.9;1;À l'heure
SAL006744;2026-06-14;STR001;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL006745;2024-10-13;STR009;PROD008;1;15.0;6.0;9.0;1;À l'heure
SAL006746;2026-01-26;STR008;PROD007;1;79.9;35.0;44.9;1;À l'heure
SAL006747;2025-05-10;STR003;PROD009;1;45.0;18.0;27.0;1;À l'heure
SAL006748;2025-06-25;STR006;PROD010;3;119.7;45.0;74.7;3;À l'heure
SAL006749;2025-09-26;STR003;PROD001;9;49.5;28.8;20.7;1;À l'heure
SAL006750;2026-07-27;STR004;PROD013;1;49.9;22.0;27.9;2;À l'heure
SAL006751;2026-11-18;STR001;PROD009;3;135.0;54.0;81.0;1;À l'heure
SAL006752;2025-11-28;STR005;PROD007;1;79.9;35.0;44.9;4;En retard
SAL006753;2024-03-15;STR001;PROD001;1;5.5;3.2;2.3;1;À l'heure
SAL006754;2025-05-12;STR001;PROD001;9;49.5;28.8;20.7;3;À l'heure
SAL006755;2025-12-22;STR010;PROD005;1;59.9;25.0;34.9;2;À l'heure
SAL006756;2024-11-03;STR007;PROD008;1;15.0;6.0;9.0;1;À l'heure
SAL006757;2025-12-04;STR006;PROD009;1;45.0;18.0;27.0;2;À l'heure
SAL006758;2026-06-02;STR002;PROD012;1;29.9;12.0;17.9;4;En retard
SAL006759;2024-09-09;STR002;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL006760;2026-07-24;STR007;PROD012;1;29.9;12.0;17.9;1;À l'heure
SAL006761;2025-01-31;STR001;PROD013;1;49.9;22.0;27.9;2;À l'heure
SAL006762;2026-09-12;STR002;PROD010;4;159.6;60.0;99.6;1;À l'heure
SAL006763;2026-11-18;STR008;PROD012;1;29.9;12.0;17.9;1;À l'heure
SAL006764;2025-05-08;STR006;PROD008;1;15.0;6.0;9.0;1;À l'heure
SAL006765;2026-08-16;STR002;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL006766;2026-09-18;STR007;PROD011;1;12.5;4.0;8.5;4;En retard
SAL006767;2024-04-11;STR004;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL006768;2026-04-06;STR002;PROD004;13;49.4;26.0;23.4;3;À l'heure
SAL006769;2024-06-25;STR006;PROD011;4;50.0;16.0;34.0;2;À l'heure
SAL006770;2026-09-10;STR009;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL006771;2026-07-15;STR009;PROD002;15;33.0;16.5;16.5;1;À l'heure
SAL006772;2024-08-19;STR008;PROD003;1;3.4;1.8;1.6;2;À l'heure
SAL006773;2024-01-12;STR003;PROD003;1;3.4;1.8;1.6;3;À l'heure
SAL006774;2026-01-30;STR003;PROD012;4;119.6;48.0;71.6;1;À l'heure
SAL006775;2026-07-20;STR002;PROD011;3;37.5;12.0;25.5;2;À l'heure
SAL006776;2024-09-22;STR005;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL006777;2026-01-26;STR004;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL006778;2026-11-20;STR007;PROD006;1;19.9;8.5;11.4;4;En retard
SAL006779;2025-03-31;STR004;PROD005;1;59.9;25.0;34.9;4;En retard
SAL006780;2024-09-15;STR009;PROD012;1;29.9;12.0;17.9;1;À l'heure
SAL006781;2025-03-06;STR002;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL006782;2025-04-13;STR006;PROD008;3;45.0;18.0;27.0;2;À l'heure
SAL006783;2025-10-08;STR007;PROD002;4;8.8;4.4;4.4;1;À l'heure
SAL006784;2025-03-22;STR004;PROD004;3;11.4;6.0;5.4;1;À l'heure
SAL006785;2026-02-21;STR006;PROD013;4;199.6;88.0;111.6;2;À l'heure
SAL006786;2024-07-13;STR007;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL006787;2025-04-06;STR004;PROD012;1;29.9;12.0;17.9;3;À l'heure
SAL006788;2024-07-14;STR008;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL006789;2024-02-05;STR009;PROD001;6;33.0;19.2;13.8;1;À l'heure
SAL006790;2024-03-07;STR001;PROD009;1;45.0;18.0;27.0;2;À l'heure
SAL006791;2025-10-06;STR007;PROD003;10;34.0;18.0;16.0;5;En retard
SAL006792;2026-10-31;STR009;PROD002;4;8.8;4.4;4.4;1;À l'heure
SAL006793;2024-11-17;STR010;PROD009;4;180.0;72.0;108.0;2;À l'heure
SAL006794;2024-08-27;STR005;PROD007;1;79.9;35.0;44.9;3;À l'heure
SAL006795;2026-10-13;STR002;PROD005;1;59.9;25.0;34.9;2;À l'heure
SAL006796;2026-12-19;STR010;PROD012;4;119.6;48.0;71.6;1;À l'heure
SAL006797;2025-10-11;STR006;PROD006;1;19.9;8.5;11.4;2;À l'heure
SAL006798;2025-07-15;STR007;PROD012;2;59.8;24.0;35.8;1;À l'heure
SAL006799;2024-06-13;STR002;PROD011;3;37.5;12.0;25.5;1;À l'heure
SAL006800;2026-04-10;STR002;PROD004;8;30.4;16.0;14.4;4;En retard
SAL006801;2024-07-07;STR010;PROD001;3;16.5;9.6;6.9;1;À l'heure
SAL006802;2024-04-01;STR010;PROD004;7;26.6;14.0;12.6;2;À l'heure
SAL006803;2024-10-15;STR001;PROD009;4;180.0;72.0;108.0;1;À l'heure
SAL006804;2026-12-12;STR004;PROD001;15;82.5;48.0;34.5;1;À l'heure
SAL006805;2024-06-23;STR007;PROD010;3;119.7;45.0;74.7;1;À l'heure
SAL006806;2025-04-18;STR009;PROD003;1;3.4;1.8;1.6;1;À l'heure
SAL006807;2024-09-26;STR003;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL006808;2025-02-10;STR007;PROD007;1;79.9;35.0;44.9;5;En retard
SAL006809;2025-11-24;STR007;PROD009;3;135.0;54.0;81.0;4;En retard
SAL006810;2025-01-10;STR007;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL006811;2024-06-30;STR002;PROD003;2;6.8;3.6;3.2;2;À l'heure
SAL006812;2024-02-05;STR006;PROD013;3;149.7;66.0;83.7;2;À l'heure
SAL006813;2024-05-13;STR002;PROD007;1;79.9;35.0;44.9;1;À l'heure
SAL006814;2026-05-14;STR006;PROD004;12;45.6;24.0;21.6;4;En retard
SAL006815;2026-07-12;STR010;PROD003;10;34.0;18.0;16.0;1;À l'heure
SAL006816;2025-11-20;STR003;PROD007;1;79.9;35.0;44.9;1;À l'heure
SAL006817;2025-05-05;STR002;PROD011;4;50.0;16.0;34.0;1;À l'heure
SAL006818;2026-04-20;STR006;PROD011;3;37.5;12.0;25.5;1;À l'heure
SAL006819;2026-09-14;STR002;PROD007;1;79.9;35.0;44.9;2;À l'heure
SAL006820;2026-04-18;STR005;PROD004;4;15.2;8.0;7.2;1;À l'heure
SAL006821;2026-12-05;STR002;PROD012;3;89.7;36.0;53.7;2;À l'heure
SAL006822;2025-10-29;STR003;PROD007;1;79.9;35.0;44.9;1;À l'heure
SAL006823;2026-10-16;STR003;PROD011;4;50.0;16.0;34.0;1;À l'heure
SAL006824;2025-03-07;STR006;PROD002;13;28.6;14.3;14.3;4;En retard
SAL006825;2026-01-17;STR006;PROD001;4;22.0;12.8;9.2;1;À l'heure
SAL006826;2026-04-07;STR010;PROD012;4;119.6;48.0;71.6;2;À l'heure
SAL006827;2025-05-31;STR003;PROD002;13;28.6;14.3;14.3;2;À l'heure
SAL006828;2025-04-06;STR003;PROD004;10;38.0;20.0;18.0;3;À l'heure
SAL006829;2026-08-23;STR001;PROD008;1;15.0;6.0;9.0;2;À l'heure
SAL006830;2024-06-29;STR007;PROD003;9;30.6;16.2;14.4;1;À l'heure
SAL006831;2024-05-24;STR008;PROD010;2;79.8;30.0;49.8;1;À l'heure
SAL006832;2026-01-04;STR002;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL006833;2025-02-09;STR004;PROD006;1;19.9;8.5;11.4;2;À l'heure
SAL006834;2026-03-23;STR010;PROD013;3;149.7;66.0;83.7;1;À l'heure
SAL006835;2026-08-26;STR007;PROD009;3;135.0;54.0;81.0;3;À l'heure
SAL006836;2026-08-12;STR008;PROD009;1;45.0;18.0;27.0;2;À l'heure
SAL006837;2025-04-28;STR001;PROD004;9;34.2;18.0;16.2;4;En retard
SAL006838;2025-04-26;STR004;PROD009;1;45.0;18.0;27.0;2;À l'heure
SAL006839;2024-12-04;STR006;PROD013;4;199.6;88.0;111.6;2;À l'heure
SAL006840;2024-09-24;STR003;PROD006;1;19.9;8.5;11.4;2;À l'heure
SAL006841;2024-09-22;STR005;PROD002;7;15.4;7.7;7.7;2;À l'heure
SAL006842;2025-06-11;STR010;PROD010;4;159.6;60.0;99.6;1;À l'heure
SAL006843;2026-11-08;STR009;PROD011;1;12.5;4.0;8.5;1;À l'heure
SAL006844;2026-05-21;STR003;PROD006;1;19.9;8.5;11.4;4;En retard
SAL006845;2026-07-14;STR005;PROD002;4;8.8;4.4;4.4;1;À l'heure
SAL006846;2025-03-05;STR008;PROD008;2;30.0;12.0;18.0;2;À l'heure
SAL006847;2026-03-05;STR006;PROD004;3;11.4;6.0;5.4;1;À l'heure
SAL006848;2026-07-29;STR004;PROD005;1;59.9;25.0;34.9;2;À l'heure
SAL006849;2026-11-26;STR008;PROD008;3;45.0;18.0;27.0;1;À l'heure
SAL006850;2024-10-29;STR003;PROD011;1;12.5;4.0;8.5;1;À l'heure
SAL006851;2025-02-04;STR003;PROD008;4;60.0;24.0;36.0;2;À l'heure
SAL006852;2026-04-02;STR004;PROD012;1;29.9;12.0;17.9;3;À l'heure
SAL006853;2024-12-09;STR009;PROD012;4;119.6;48.0;71.6;3;À l'heure
SAL006854;2026-05-12;STR005;PROD006;1;19.9;8.5;11.4;4;En retard
SAL006855;2025-06-01;STR008;PROD004;10;38.0;20.0;18.0;2;À l'heure
SAL006856;2024-06-13;STR006;PROD001;5;27.5;16.0;11.5;1;À l'heure
SAL006857;2026-11-02;STR003;PROD012;1;29.9;12.0;17.9;5;En retard
SAL006858;2024-01-25;STR008;PROD007;1;79.9;35.0;44.9;1;À l'heure
SAL006859;2024-05-08;STR009;PROD008;4;60.0;24.0;36.0;1;À l'heure
SAL006860;2026-03-27;STR008;PROD009;3;135.0;54.0;81.0;2;À l'heure
SAL006861;2026-10-14;STR004;PROD002;13;28.6;14.3;14.3;1;À l'heure
SAL006862;2025-08-17;STR006;PROD001;4;22.0;12.8;9.2;1;À l'heure
SAL006863;2025-03-11;STR001;PROD004;12;45.6;24.0;21.6;1;À l'heure
SAL006864;2024-06-30;STR004;PROD013;4;199.6;88.0;111.6;1;À l'heure
SAL006865;2025-09-07;STR008;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL006866;2026-01-13;STR001;PROD010;3;119.7;45.0;74.7;4;En retard
SAL006867;2024-02-12;STR003;PROD012;2;59.8;24.0;35.8;1;À l'heure
SAL006868;2025-02-07;STR001;PROD001;13;71.5;41.6;29.9;1;À l'heure
SAL006869;2025-08-27;STR009;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL006870;2025-10-17;STR002;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL006871;2024-09-19;STR009;PROD003;3;10.2;5.4;4.8;4;En retard
SAL006872;2024-03-10;STR004;PROD012;3;89.7;36.0;53.7;5;En retard
SAL006873;2025-10-22;STR002;PROD007;1;79.9;35.0;44.9;2;À l'heure
SAL006874;2026-05-21;STR004;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL006875;2026-04-01;STR010;PROD004;8;30.4;16.0;14.4;1;À l'heure
SAL006876;2024-05-26;STR006;PROD003;10;34.0;18.0;16.0;2;À l'heure
SAL006877;2024-01-25;STR007;PROD005;1;59.9;25.0;34.9;2;À l'heure
SAL006878;2025-11-23;STR003;PROD003;7;23.8;12.6;11.2;1;À l'heure
SAL006879;2024-09-07;STR003;PROD010;3;119.7;45.0;74.7;1;À l'heure
SAL006880;2025-04-26;STR010;PROD009;2;90.0;36.0;54.0;1;À l'heure
SAL006881;2025-12-15;STR008;PROD009;3;135.0;54.0;81.0;4;En retard
SAL006882;2026-03-26;STR005;PROD006;1;19.9;8.5;11.4;4;En retard
SAL006883;2025-11-12;STR004;PROD013;3;149.7;66.0;83.7;1;À l'heure
SAL006884;2024-06-23;STR007;PROD011;3;37.5;12.0;25.5;2;À l'heure
SAL006885;2024-01-02;STR007;PROD006;1;19.9;8.5;11.4;5;En retard
SAL006886;2025-09-30;STR009;PROD012;4;119.6;48.0;71.6;4;En retard
SAL006887;2025-12-06;STR009;PROD004;10;38.0;20.0;18.0;1;À l'heure
SAL006888;2024-12-27;STR005;PROD004;3;11.4;6.0;5.4;3;À l'heure
SAL006889;2025-07-23;STR008;PROD002;7;15.4;7.7;7.7;1;À l'heure
SAL006890;2025-08-12;STR010;PROD010;1;39.9;15.0;24.9;2;À l'heure
SAL006891;2024-07-20;STR001;PROD004;12;45.6;24.0;21.6;1;À l'heure
SAL006892;2026-10-01;STR009;PROD008;3;45.0;18.0;27.0;1;À l'heure
SAL006893;2026-12-21;STR008;PROD013;1;49.9;22.0;27.9;1;À l'heure
SAL006894;2024-05-05;STR006;PROD010;4;159.6;60.0;99.6;2;À l'heure
SAL006895;2026-09-18;STR003;PROD002;9;19.8;9.9;9.9;1;À l'heure
